EQUIP_ID;EQUIP_NOM;ADRESSE;EQUIP_WEB_LIEN;DOMAINE_NOM;SOUSDOM_NOM;ADRESSE_ID;TELEPHONE;COURRIEL;HORAIRE;DESCRIPTION;INFO_SUPP
2382;Petite Unité de Vie Mutualiste l'Abbaye;13 Place Laurent Bonnevay;;Personnes âgées;Logements collectifs seniors;5987;;;;;
301;Ecole Faugier Hays;38 Rue d'Alembert;;Education;Enseignement secondaire privé;1657;04 76 48 15 48;;;;
254;Ecole maternelle Elisée Chatin;27 Rue Le Brix;;Education;Ecoles maternelles;6055;;;;;
712;Cité de la CAF;2 Rue de Belgrade;www.grenoble.caf.fr;Solidarité;Administrations sociales;11735;04 76 50 11 00;;Du lundi au vendredi de 8h30 à 12h et de 13h10 à 16h30.;<p>Espace d'information et d'animation de la CAF de Grenoble. Guichet des prestations et bornes CAF. Permanences gratuites d'avocats tous les mercredis de 10h30 à 11h50 sur rendez vous. Permanence d'une conseillère juridique tous les mardis de 14h30 à 16h sur rendez vous.</p>;
1702;World Trade Center - Grenoble Europole;7 Place Robert Schuman;;Institutions et Services Publics;Tourisme et congrès;9843;;;;;
256;Ecole maternelle Gérard Philippe;6 Rue Ninon Vallin;;Education;Ecoles maternelles;8604;;;;;
772;Ateliers mécaniques;42 Boulevard de l'Esplanade;;Institutions et Services Publics;Services municipaux;2357;;;;;
864;Bourse du Travail;32 Avenue de l'Europe;;Institutions et Services Publics;Economie et emploi;4715;04 76 09 57 40;;;;
2740;La Basse Cour;18 Rue Colbert;;Culture;Théâtres et salles de spectacle;1287;;;;;
2024;Eaux Claires Bureau 1 à 5;26 Rue Marbeuf;;Institutions et Services Publics;Bureaux de vote;7243;;;8h - 20h;;
2019;Capuche Bureau 1;4 Rue Docteur Bordier;;Institutions et Services Publics;Bureaux de vote;4395;;;8h - 20h;;
215;Ecole élémentaire Ferdinand Buisson;4 Rue Docteur Bordier;;Education;Ecoles élémentaires;4395;04 76 46 58 25;;;;
255;Ecole maternelle Ferdinand Buisson;4 Rue Docteur Bordier;;Education;Ecoles maternelles;4395;;;;;
698;Atelier Voirie-Circulation;6 Rue Pierre de Coubertin;;Institutions et Services Publics;Services municipaux;9088;;;Tous les jours de 7h45 à 11h45 et de 13h à 16h.;;
501;Centre de planification familiale Antenne Abbaye;1 Place de la Commune de 1871;;Santé;Centres de santé;1472;04 76 54 26 27;;Prendre rendez-vous aux horaires suivants:lundi, mardi, mercredi de 8h30 à 12h et de 13h30 à 17h30, jeudi  de 8h30 à 12h et de 16h à 17h30, vendredi de 8h30 à 12h et de 13h30.;Consultations de médecin et d'une conseillère familiale et conjugale sur rendez-vous.;
187;Marché de l'Abbaye;1 Place de la Commune de 1871;;Marchés et Brocantes;Marchés;1472;;;Du mardi au samedi de 6h à 13h. Le dimanche jusqu'à 13h30.;<p>Produits alimentaires, manufacturés et artisanat.</p>;
437;Espace Personnes Agées Abbaye;1 Place de la Commune de 1871;;Personnes âgées;Espaces seniors;1472;04 76 54 19 44;fr.abbaye@ccas-grenoble.fr;;<p>Lieu de rencontre et d'expression oeuvrant en collaboration avec les clubs de retraités, des unions de quartier et d'autres associations ou services socio-culturels.</p>;
560;MJC Maison Pour Tous Abbaye;1 Place de la Commune de 1871;mjc.abbaye.free.fr/;Sports et Loisirs;Equipements socioculturels;1472;04 76 51 12 51;mjc_abbaye@wanadoo.fr;;<p>Petite enfance. Enfance. Jeunesse. Adultes.</p> <p>Accès : lignes 26 et 34 arrêt André Argouges</p> <p>La MJC Abbaye participe au Projet Éducatif de la Ville de Grenoble et accueille les enfants des écoles Clémenceau, Jean Racine, Jules Ferry et Grand Chatelet pendant la pause méridienne et après l'école. L'objectif global du PEL est de faciliter l'accès à la culture, aux loisirs et aux savoirs. Concrètement, cela se décline par la mise en place de diverses activités découvertes et par un accompagnement à la scolarité.</p>;
2036;Sidi Brahim Bureau 1 à 4;43 BIS Rue Sidi-Brahim;;Institutions et Services Publics;Bureaux de vote;10358;;;8h - 20h;;
662;Caisse d'Allocations Familiales;3 Rue des Alliés;www.isere.caf.fr;Solidarité;Administrations sociales;4530;08 10 25 38 80;;Uniquement sur rendez-vous du lundi au vendredi de 8h30 à 16h30. ;<p>La prise de rendez-vous pour rencontrer un conseiller CAF est accessible à partir de la page d'accueil du site <a id=\912\ href=\#\ title=\\ ancre=\\ typelien=\LienExterne\ libelle_ancre=\\>www.isere.caf.fr</a></p> <p>Un service d'accueil rapide est à la disposition du public pour déposer ou retirer un dossier, obtenir une attestation de paiement ou de quotient familial et consulter les bornes mutltiservices de la CAF.</p>;
2022;Clemenceau Bureau 4;5 BIS Rue Roger Louis Lachat;;Institutions et Services Publics;Bureaux de vote;9901;;;8h - 20h;;
1571;Musée A.Raymond;113 Cours Berriat;;Culture;Musées et centres d'art;11892;;;;;
1960;Centre permanent du bâtiment du Greta;75 BIS Avenue Rhin et Danube;www.greta-grenoble.com/index.php/Batiment/Le-Centre-Permanent-du-Batiment.html;Education;Enseignement supérieur;16126;;greta.grenoble.batiment@ac-grenoble.fr;;<p>Le dispositif Bâtiment du GRETA DE GRENOBLE propose depuis 1985 des formations courtes, qualifiantes et diplômantes du niveau CAP au niveau Licence Professionnelle.</p> <p>Chaque parcours de formation est spécifique au stagiaire (individualisé) et peut s'effectuer tout au long de l'année. Il accueille tous les publics (salariés, demandeurs d'emploi et individuels) dans le cadre des différentes mesures de la formation d'adultes (plan de formation, congé formation, droit individuel à la formation, alternance...).</p>;
251;Ecole maternelle Colonel Driant;2 Rue Colonel Driant;;Education;Ecoles maternelles;1331;04 76 44 69 53;;;;
353;Jardin de Ville;5 Jardin de Ville;;Espaces verts et nature;Parcs et Jardins;12050;;;;<p>Aire de jeux. Fontaine.</p>;
259;Ecole maternelle Jardin de Ville;5 Jardin de Ville;;Education;Ecoles maternelles;12050;04 76 44 17 70;;;;
419;Résidence Abbé Grégoire;20 Rue Abbé Grégoire;www.sonacotra.fr;Solidarité;Hébergement d'urgence;8036;04 76 09 00 52;;;Les foyers Sonacotra disposent d’une capacité d’accueil importante sur la ville. Ce sont des structures collectives qui répondent aux besoins de tous types de demandeurs.;
2;Conseil Général de l'Isère;7 Rue Fantin Latour;www.isere.fr;Institutions et Services Publics;Administrations et services locaux;2480;04 76 00 38 38;cg38@cg38.fr;Du lundi au vendredi de 8h à 19h.;;
1534;Square Jean Macé;13 Rue Jean Macé;;Espaces verts et nature;Squares;5027;;;;;
2013;Porte de France Bureau 1;50 Quai de France;;Institutions et Services Publics;Bureaux de vote;2690;;;8h - 20h;;
116;Archives Départementales de l'Isère;2 Rue Auguste Prudhomme;www.archives-isere.fr;Culture;Archives;10837;04 76 54 37 81;sce.adi@cg38.fr;Du lundi au vendredi de 9h à 17h. Le samedi de 8h45 à 11h45 sauf vacances scolaires et veilles de fêtes. Fermeture annuelle la 1ère quinzaine de juillet.;<p>Les archives départementales de l'Isère recensent les archives adminisitratives et certaines archives privées du département. Les documents les plus anciens remontent environ à l'an 890 de notre ère. Les archives départementales de l'Isère retracent l'histoire du Dapuhiné, la création du Département de l'Isère puis la période de la révolution française, jusqu'à nos jours. Visites des archives sur inscription pendant les Journée Européennes du patrimoine, en septembre chaque année.</p>;
1440;Terrain multisports La Rampe;156 Galerie de l'Arlequin;;Sports et Loisirs;Terrains multisport de plein air;9595;04 76 23 48 00;antonio.gallego@ville-grenoble.fr;Accés libre.;<p>Terrain de foot et de basket en plein air.</p>;
473;EAJE Malherbe;49 Avenue Marcelin Berthelot;;Petite Enfance;Espaces Petite Enfance municipaux;7364;04 76 25 54 38;cc.malherbe@ccas-grenoble.fr;De 7h à 19h du lundi au vendredi.;Accueil régulier à temps plein et à temps partiel.;
1721;Maison de la culture Arménienne;15 Cours de la Libération et du Général de Gaulle;;Culture;Salles polyvalentes;6591;;;;;
37;Site Forum (Jean Pain);6 Boulevard Jean Pain;www.grenoble.fr;Institutions et Services Publics;Services municipaux;5068;04 76 76 36 36;contact@ville-grenoble.fr;;Services : Conduite d'Opérations, Déplacements Accessibilité, Environnement, Foncier, Gestion Immobilière, Opération Tramway, Prospective Urbaine, Qualité Espaces Publics, Urbanisme Réglementaire.;
518;Planning Familial;30 Boulevard Gambetta;;Santé;Centres de santé;4588;04 76 87 94 61;;;;
1663;Marché Europole;1 Place Firmin Gautier;;Marchés et Brocantes;Marchés;2625;;;;;
25;Palais de Justice;1 Place Firmin Gautier;;Institutions et Services Publics;Justice;2625;04 38 21 21 21;;Accueil du public: du lundi au vendredi de 8h15 à 17h, sauf le mercredi de 8h15 à 16h30.Standard téléphonique: du lundi au vendredi de 8h45 à 12h et de 13h30 à 17h.Permanences d'avocats du lundi au vendredi de 14h à 15h30 sans rendez-vous, se présenter à partir de 12h. (pas de permanences pendant les vacances scolaires);<p>Tribunal de Grande Instance. Tribunal d'Instance. Tribunal de Commerce. Cour d'Appel. Conseil des Prud'Hommes.</p>;
1315;Pôle Arts scène de Berlioz;7 Rue Federico Garcia Lorca;;Culture;Lieux d'enseignement artistique / Théâtres et salles de spectacle;14306;04 76 24 80 40;contact@conservatoire-grenoble.fr;Lundi, mardi : 14h - 20h Mercredi : 8h30 - 12h et 13h - 20h Jeudi : 14h - 19h15 Vendredi : 14h - 20h Fermé pendant les vacances scolaires;;
992;Square du Trocadéro;4 Rue du Trocadéro;;Espaces verts et nature;Squares;10932;;;;;
571;Tennis Porte Villeneuve;52 Avenue La Bruyère;;Sports et Loisirs;Terrains de tennis;5807;04 76 33 33 00;;De 8h à 22h.;<p>2 courts éclairés.</p>;
298;Collège de la Salle;31 Rue Général Rambaud;;Education;Enseignement secondaire privé;2896;04 76 46 16 01;;;;
572;Patinoire Pôle Sud;101 Avenue d'Innsbruck;www.pole-sud.org;Sports et Loisirs;Equipements sportifs spécifiques;3845;04 76 39 25 00;polesud_accueil@la-metro.org;;<p>Pret de patins. Cours et stages d'initiation au patinage. Soirées à thème les jeudis (suivant programmation) à partir de 20h30. Jardin de glace réservé aux moins de 10 ans,accompagnés, le samedi et dimanche de 10h à 13h30.</p>;
196;Marché Mistral;78 Avenue Rhin et Danube;;Marchés et Brocantes;Marchés;9831;;;Mercredi de 6h à 13h et dimanche de 6h à 13h30.;<p>Alimentaires et produits alimentaires.</p>;
611;Terrain de proximité Paul Strauss;78 Avenue Rhin et Danube;;Sports et Loisirs;Terrains multisport de plein air;9831;;philippe.meillere@ville-grenoble.fr;Accés libre.;<p>Mini terrain de foot.</p>;
550;Maison de l'Enfance Bachelard;78 Avenue Rhin et Danube;;Sports et Loisirs;Equipements socioculturels;9831;04 76 21 96 06;mebachelard@neuf.fr;;<p>Petite enfance. Enfance.</p> <p>Accès : bus ligne 32 arrêt Cité Paul Mistral</p>;
1382;Maison des Enfants Mistral La Ribambelle;78 Avenue Rhin et Danube;;Petite Enfance;Espaces Petite Enfance municipaux;9831;04 76 96 78 60;hg.la-ribambelle@ccas-grenoble.fr;De 8h à 17h du lundi au vendredi. Possibilité de journées continues du lundi au vendredi en accueil occasionnel.;Multi accueil : accueil occasionnel et accueil régulier à temps plein et à temps partiel. Capacité d'accueil : 20 enfants.;
542;Halle de proximité Mistral;78 Avenue Rhin et Danube;;Sports et Loisirs;Centres sportifs et gymnases;9831;04 76 96 05 15;;;<p>Activités sportives multi Sports</p>;
290;Ecole primaire Saint-Bruno;97 BIS Cours Berriat;;Education;Ecoles primaires privées;11874;04 76 96 01 58;;;;
554;Maison de l'Enfance Prémol;9 Rue Henry Duhamel;www.mepremol.fr/;Sports et Loisirs;Equipements socioculturels;3606;04 76 40 23 08;mepremol@yahoo.fr;;<p>Petite enfance. Enfance.</p> <p>La Maison de l'Enfance Prémol participe au Projet Éducatif de la Ville de Grenoble et accueille les enfants des écoles Christophe Turc, Le Verderet et Marie Reynoard pendant la pause méridienne et le soir après l'école. Consulter le site pour plus d'infos sur les activités proposées. </p> <p>Accès : Tram A, arrêt Arlequin, bus ligne 26 arrêt Reynoard</p>;
870;Terrain de boules Village Olympique;9 Rue Henry Duhamel;;Sports et Loisirs;Terrains de boules;3606;04 76 23 48 00;;Accés libre.;<p>Terrains de boules en plein air.</p>;
39;Direction Santé Publique et Environnementale;33 Rue Joseph Chanrion;www.grenoble.fr;Institutions et Services Publics;Services municipaux;5522;04 76 03 43 43;contact@ville-grenoble.fr;Du lundi au vendredi de 8h30 à 12h et de 13h30 à 17h.;Services : Santé Scolaire, Promotion de la Santé, Hygiène Salubrité Environnement.;
1528;Centre de vaccinations internationales;33 Rue Joseph Chanrion;;Santé / Institutions et Services Publics;Services municipaux / Centres de santé;5522;04 76 03 43 33 04 76 03 43 43;;8h30 à 12h et 13h30 à 16h30;Dans ce centre qui dépend de Direction Santé Publique et Environnementale de la ville de Grenoble, vous pouvez vous faire vacciner sur rendez-vous contre la fièvre jaune et la méningite W135 ainsi que les autres maladies : hépatite A, typhoïde, méningites A + C, hépatite B, rage, encéphalite japonaise et à tiques ...;
216;Ecole élémentaire Grand Châtelet;36 Avenue du Grand Châtelet;www.ac-grenoble.fr/ecole/grenoble.grand-chatelet/;Education;Ecoles élémentaires;3181;04 76 44 75 81;;;;
1399;Résidence mutualiste Vigny-Musset;31 Rue Alfred de Vigny;;Personnes âgées;Logements collectifs seniors;2134;04 76 39 24 70;;;Cet établissement compte 80 places : trois unités de vie de 21 ou 22 chambres à l’étage, une unité de vie psychogériatrique de 15 lits au rez-de-chaussée, une capacité d’accueil de jour de 5 places et deux jardins (dont un à visée thérapeutique).;
1580;Ancien Palais de Justice;4 Place Saint André;;Institutions et Services Publics;Justice;9988;;;;<p>Ancien palais du Parlement du Dauphiné (jusqu'en 1790), ancien palais de justice de Grenoble (jusqu'en 2002), cet imposant édifice qui borde la place Saint-André est l'un des fleurons du patrimoine du département de l'Isère. Edifiée par le roi Louis XII, à la fin du XVe siècle, la première construction de style gothique –toujours perceptible en partie centrale de la façade et entre les deux cours - est agrandie d'une aile Renaissance –en pierre grise- puis d'une élégante galerie à arcades sous Henri II.</p> <p>A la fin du XIXe siècle, d'importantes modifications du bâtiment conduisent à la reconstruction de l'aile gauche de la façade, réalisée d'après le modèle de l'aile droite, et à la réalisation de la partie donnant sur le quai. A l'intérieur, de somptueux plafonds et boiseries des XVIe et XVIIe siècle, ainsi que d'imposantes salles d'audience du XIXe , permettent de plonger dans l'atmosphère et l'histoire de ce haut lieu de la justice, sans attendre sa requalification.</p>;
872;Parking Géants;39 Rue du 8 Mai 1945;www.vincipark.com;Déplacement et Stationnement;Parkings;3781;;;;;
470;EAJE La Voie Lactée;60 Rue de Stalingrad;;Petite Enfance;Espaces Petite Enfance municipaux;10482;04 76 46 87 23;cc.la-voie-lactee@ccas-grenoble.fr;De 7h à 19h du lundi au vendredi.;Accueil régulier à temps plein et à temps partiel. Capacité d'accueil : 30 enfants.;
2380;Jardin Collectif de la Poterne;24 Chemin de la Poterne;;Sports et Loisirs;Equipements socioculturels;9348;;;;;
1962;EAJE New York;25 BIS Rue de New York;;Petite Enfance;Espaces Petite Enfance municipaux;13442;04 76 23 44 94;;;;
28;Antenne-mairie du secteur 2;1 BIS Place de Gordes;www.grenoble.fr;Institutions et Services Publics;Services municipaux;15825;04 76 44 29 24;antenne-secteur2@grenoble.fr;Accueil du public du lundi au vendredi de 8h30 à 12h30 et de 13h30 à 17h.Dépôt des dossiers de carte d'identité et de  passeport de 8h30 et 12h00 et de 13h30 à 16h30.;<p>Borne internet permettant l'accès gratuit à www.Grenoble.fr.</p> <p><strong><br></strong></p>;
113;Cinéma Rex;13 Rue Saint Jacques;;Culture;Cinémas, photos et audiovisuel;10105;04 76 51 72 00;;;;
2017;Berriat Bureau 1 à 4;3 Rue Anthoard;;Institutions et Services Publics;Bureaux de vote;8311;;;8h - 20h;;
206;Ecole élémentaire Anthoard;3 Rue Anthoard;;Education;Ecoles élémentaires;8311;04 76 96 69 34;;;;
228;Ecole élémentaire Les Buttes;31 Avenue La Bruyère;;Education;Ecoles élémentaires;5806;04 76 09 18 30;;;;
722;Maison de retraite Bévière;1 Rue Bévière;;Personnes âgées;Logements collectifs seniors;12018;04 76 84 29 60;;;Maison de retraite à gestion associative. MAPAD : Maison d'accueil pour personnes âgées dépendantes.;
911;Ecole primaire Saint-Pierre du Rondeau;104 Cours de la Libération et du Général de Gaulle;;Education;Ecoles primaires privées;6549;04 76 96 06 64;ecole_st_pierre_du_rondeau@libertysurf.fr;;;
2540;Ecole maternelle Ampère;59 Rue du Drac;;Education;Ecoles maternelles;1814;;;;;
312;Collège Champollion;10 Rue François Raoult;;Education;Enseignement secondaire public;2779;04 38 02 31 40;;;;
219;Ecole élémentaire Jean Jaurès;9 Cours Jean Jaurès;www.ac-grenoble.fr/ecole/jaures.grenoble/;Education;Ecoles élémentaires;5011;04 76 46 41 80;;;;
134;La Chaufferie;98 Rue Léon Jouhaux;www.regie2c.fr;Culture;Théâtres et salles de spectacle;6355;04 38 37 40 20;laregie2c@regie2c.com;Studios de répétition lundi, mardi, jeudi et vendredi de 16h à 22h30 et mercredi de 14h à 22h30 Début des concerts à 20h30 précises ;<p>Etablissement public créé par la Ville de Grenoble, la Régie 2C a ouvert ses portes en septembre 2002. Elle a pour mission de gérer et rassembler les équipements du Ciel et de la Chaufferie autour d'un projet dédié aux musiques actuelles, du développement des pratiques musicales et artistiques, de la répétition à la formation, de la création à la diffusion. La Régie 2C œuvre au déploiement des musiques actuelles en programmant des concerts, en accompagnant les groupes de l'agglomération grenobloise, en proposant des formations, de l'information, en travaillant en collaboration avec les réseaux culturels et musicaux existants.</p> <p>La Chaufferie est dotée d'une salle de concert (250 places debout), de quatre studios de répétition équipés (5€ de l'heure), ouverture lundi, mardi, jeudi et vendredi de 16h à 22h30 et mercredi de 14h à 22h30, et d'une salle festive, pouvant accueillir 200 personnes, renseignements et réservations auprès de Tayeb Essoussi à l'accueil de la Chaufferie.</p> <p><strong>Accès</strong><br>Lignes C5 et 13, arrêt André Argouges (face au lycée)<br>Tram A, arrêt MC2 Maison de la Culture</p>; 
245;Ecole maternelle Bajatière;61 Avenue Jean Perrot;;Education;Ecoles maternelles;5104;04 76 54 37 86;;;;
466;EAJE Anatole France;25 BIS Rue Anatole France;;Petite Enfance;Espaces Petite Enfance municipaux;6215;04 76 48 06 01;cc.anatole-france@ccas-grenoble.fr;De 7h à 19h du lundi au vendredi.;Accueil régulier à temps plein et à temps partiel. Capacité d'accueil : 60 enfants. 4 unités de 17 enfants en groupe inter-âges.;
1416;Via Ferrata La Bastille;22 Route de Lyon;;Sports et Loisirs;Equipements sportifs spécifiques;6981;;;;<p><strong><br></strong></p>;
203;Ecole élémentaire Alphonse Daudet;23 Rue Amable Matussière;;Education;Ecoles élémentaires;5240;;;;;
674;Gymnase Europole;36 Avenue Doyen Louis Weil;;Sports et Loisirs;Centres sportifs et gymnases;6866;04 76 48 72 69;;Ouvert de 8h à 22h.;<p>Construit en 2004, les disciplines pratiquées sont:</p> <p>Tennis de table, Basket ball, Hand ball, Volley ball, Badminton, Gymnastique.</p>;
2564;Micro crèche Les P'tits Ouistitis;72 Cours de la Libération et du Général de Gaulle;;Petite Enfance;Espaces Petite Enfance non municipaux;6538;;;;;
428;SCIC Habitat Rhone Alpes;22 Avenue Doyen Louis Weil;www.rhonealpes.scichabitat.fr;Solidarité;Logements sociaux;6855;04 38 49 94 94;;Accueil les lundis et mercredis de 9h à 12h et le vendredi de 13h30 à 17h.;;
166;Direction Départementale de la Protection des Populations (Site Europole);22 Avenue Doyen Louis Weil;;Institutions et Services Publics;Administrations et services locaux;6855;08 10 03 50 33;dd38@dgccrf.finances.gouv.fr;Accueil : lundi, mardi, jeudi de 9h à 12h et de 14h à 17h, vendredi de 9h à 12h. Accueil tél. : lundi, mardi, mercredi, jeudi de 8h30 à 12h et de 14h à 18h, vendredi de 8h30 à 12h et de 14h à 17h.;;
1942;Pôle Service Personnes Agées;19 Rue René Thomas;;Personnes âgées;Espaces seniors;9641;;;;;
547;Centre de Loisirs Enfance et Famille;53 BIS Boulevard Gambetta;www.clef-grenoble.com;Sports et Loisirs;Equipements socioculturels;15085;04 76 47 24 64;enfance.famille@worldline.fr;Inscriptions :  Lundi de 9h à 13 h et de 14h à 18h Mardi de 13h30 à 18h Mercredi de 8h à 19h;<p>Petite enfance. Enfance. Adultes.</p> <p>Accès : Tram C arrêt Gustave Rivet</p> <p>Le Centre de Loisirs Enfance Famille participe au Projet Éducatif de la Ville de Grenoble. Le PEL concerne les enfants scolarisés à l'école Lucie Aubrac pendant les jours d'école de 16h30 à 18h30.</p>;
329;Lycée professionnel Jean Jaurès;5 Rue de l'Ancien Champ de Mars;;Education;Enseignement secondaire public;6375;04 76 86 20 50;;;;
842;Square Henri Mauchant;5 Rue Le Nôtre;;Espaces verts et nature;Squares;6080;;;;;
375;Jardin du 8 mai 1945;32 Rue Joseph Bouchayer;;Espaces verts et nature;Parcs et Jardins;5489;;;;;
689;Terrain de boules Eaux-Claires;32 Rue Joseph Bouchayer;;Sports et Loisirs;Terrains de boules;5489;;;;<p>Accès libre et gratuit, 30m sur 12m, 4 lampadaires, boules lyonnaises plus pétanque, nature du sol stabilisé.</p>;
706;Trotinette Espace Enfants;22 Avenue Jean Perrot;;Petite Enfance;Espaces Petite Enfance non municipaux;5096;04 38 37 06 72;;;Structure d'accueil Petite Enfance privée.;
1419;Terrain mini foot des Eaux-Claires;26 Rue André Rivoire;;Sports et Loisirs;Terrains multisport de plein air;8061;;philippe.meillere@ville-grenoble.fr;Accés libre.;Mini terrain de foot.;
156;Parking couvert Verdun;7 Place de Verdun;www.vincipark.com;Déplacement et Stationnement;Parkings;11191;04 76 44 70 74;;Accessibilité : 24h/24. Accueil : 11h30 à 18h30 du mardi au samedi.;<p>110 places.</p>;
383;Square Verdun;7 Place de Verdun;;Espaces verts et nature;Squares;11191;;;;Fontaine.;
19;Consulat de San Marin;10 Rue de Belgrade;;Institutions et Services Publics;International;11737;04 76 46 36 82;san.marino@wanadoo.fr;Lundi et mardi de 14h à 17h, mercredi et jeudi de 9h à 12h;;
380;Square Jean Moulin;16 Place Jean Moulin;;Espaces verts et nature;Squares;5046;;;;Aire de jeux. Fontaine.;
729;Alliade Habitat;18 Place Jean Moulin;www.alliadehabitat.com;Solidarité;Logements sociaux;5050;04 76 42 50 53;;Accueil tous les jours de 10h à 11h.;;
551;Maison de l'Enfance Bachelard (Annexe);24 Rue Commandant Nal;;Sports et Loisirs;Equipements socioculturels;1413;04 76 22 45 04;mebachelard@cegetel.net;;Petite enfance. Enfance.;
569;Grenoble Tennis;10 Rue du Repos;www.grenobletennis.fr;Sports et Loisirs;Terrains de tennis;9684;04 76 25 22 52;;Ouvert toute l'année.;<p>13 courts couverts. 10 courts plein air.</p>;
373;Square Docteur Léon Martin;3 Place Docteur Léon Martin;;Espaces verts et nature;Squares;1562;;;;;
561;MJC Allobroges;1 Rue Hauquelin;mjc-allobroges.fr/;Sports et Loisirs;Equipements socioculturels;3490;04 76 42 56 96;mjc.allobroges@wanadoo.fr;;<p>Petite enfance. Enfance. Jeunesse. Adultes.</p> <p>Accès : tram B arrêt Notre Dame - Musée</p> <p>La MJC Allobroges participe au Projet Éducatif de la Ville de Grenoble. Dans le cadre de ce dispositif, la M.J.C. Allobroges coordonne les activités du temps de restauration et du temps après la classe de 16h30 à 18h auprès d'enfants des écoles primaires Bizanet, Paul Bert et Jardin de Ville. Le PEL a pour objectif « l'organisation du temps libre de l'enfant, temps complémentaire de la famille et de l'école, dans un projet d'éducation globale en faveur de tous les enfants ». Il vise notamment à lutter contre les inégalités d'accès aux savoirs, à la culture et aux sports.</p>;
714;Crèche Parentale Les Petits Arlequins;1 Place des Géants;;Petite Enfance;Espaces Petite Enfance non municipaux;4661;04 76 09 76 40;;;<p>Crèche collective à participation parentale gérée par l'AEF (Association d'Entraide Familiale). Structure multi-accueil : 20 enfants.</p>;
710;Lieu d'accueil Parents-Enfants Les Ménestrels;1 Place des Géants;;Petite Enfance;Lieu d'accueil parents-enfants;4661;04 76 09 31 55;;;Structure associative ouverte quelques jours par semaine, animée par des bénévoles et des professionnels de la Petite Enfance. Lieu de rencontre, d'échange, de conseil et de soutien ouvert aux enfants accompagnés de leurs parents.;
1660;Inspection Académique de l'Isère;1 Rue Joseph Chanrion;;Education;Services éducatifs;5517;;;;;
1463;Direction Départementale de la Cohésion Sociale (Site Chanrion);1 Rue Joseph Chanrion;;Solidarité;Administrations sociales;5517;04 76 63 64 29;;;Pôles hébergement, logement social et politique de la ville, personnes vulnérables.;
360;Parc de l'Ile Verte;6 Rue du Commandant L'Herminier;;Espaces verts et nature;Parcs et Jardins;1401;;;;"<p><strong>Parc dédié à la verdure et privilégié par les écoles du quartier pour les activités sportives.</strong> <br><br>Situé sur un ancien lit de l'Isère, là où hier encore se dressaient les fortifications, ces terrains militaires achetés par La Ville de Grenoble entre 1949 et 1955 n'avaient pas beaucoup d'attraits car sur toute la surface des fossés et des talus, ils possédaient une végétation libre. Entièrement rénové en 1962-1963, c'est désormais une surface ouverte et bien éclairée le soir, de grands dégagements sont offerts aux jeux d'enfants.</p> <p>Cheminement vert s'étirant sur 57 000 m² le long des trois tours jalonné d'aires de jeux d'enfants, de bancs, d'espaces engazonnés gracieusement ombragés par de multiples essences d'arbres. Le parc enraciné au pied des trois tours de l'Ile Verte est, avec l'extension du parc Paul Mistral, un des maillons de la coulée verte via le parc des sculptures.</p> <p><strong>Arbres<br></strong>Alignement de platanes à feuilles d'érable classés remarquables.</p> <p><strong>Eléments remarquables<br></strong>Les trois tours de l'Ile Verte (Mont-Blanc, Belledonne et Vercors sont classées patrimoine du 20<sup>ème</sup> siècle), érigées entre 1963 et 1967, étaient à l'époque de leur inauguration les plus hautes tours habitées d'Europe, construites de manière à protéger la plupart des grands arbres du parc. 55.000 heures d'études d'architectes, de dessinateurs et d'ingénieurs ont été nécessaires à leur conception. Avec 28 étages, elles culminent à 98 mètres.</p> <p><strong>Equipements<br></strong>Terrain de basket,<br>Terrains de jeu de boules,<br>Eléments d'équipement pour roller &amp; skate,<br>Toilettes publiques.</p> <p><strong>Jeux &amp; Animation<br></strong>Trois aires de jeux pour enfants clôturées (toboggans, jeux sur ressort, balançoires)<br>Bac à sable,<br>Aire de jeux.</p>";
1780;Centre International des Musiques Nomades;17 Rue Bayard;;Culture;Lieux d'enseignement artistique;11655;;;;;
417;Foyer de Jeunes Travailleurs Taillefer;12 Rue du 140ème R.I.A.;www.umij.org/;Solidarité;Hébergement d'urgence;626;04 76 51 35 05;accueil-commun@umij.org;;Résidence destinée en priorité à des personnes en insertion professionnelle âgées de 18 à 25 ans (ou jusqu’à 30 ans sous conditions).;
1840;Pôle Habitat Social Grenoble;6 Boulevard Roger Salengro;www.pole-habitat-social.fr/;Solidarité;Logements sociaux;9929;04 76 53 53 21;;Accueil du public : du lundi au vendredi de 8h30 à 12h30;;
1229;Terrain de tennis Jean Macé;60 Quai de la Graille;;Sports et Loisirs;Terrains de tennis;3127;04 76 23 48 00;;;<p>Terrain de plein air.</p>;
1228;Skatepark Jean Macé;60 Quai de la Graille;;Sports et Loisirs;Terrains multisport de plein air;3127;;philippe.meillere@ville-grenoble.fr;Accés libre.;<p>Equipement de plein air destiné à la pratique du skate board.</p>;
692;Terrain de boules Jean Macé;60 Quai de la Graille;;Sports et Loisirs;Terrains de boules;3127;;;Accés libre.;;
178;URSSAF;1 Rue des Alliés;www.grenoble.urssaf.fr;Institutions et Services Publics;Economie et emploi;4531;04 37 60 10 51;urssaf.grenoble@urssaf.fr;Du lundi au vendredi de 8h30 à 16h30.;;
268;Ecole maternelle La Savane;19 Rue Roger Ronserail;;Education;Ecoles maternelles;9906;04 76 21 32 93;;;;
